Official Name,Vote Outcome,File Number,Agenda Item Subject,Vote Date,Meeting Type,Overall Result,Link
David Rabbitt,Aye,2019-1354,"Approve the appointment of former Supervisor, the Honorable Eric Koenigshofer as a lifelong Honorary Board Member to the Sonoma County Fair and Exposition Board. (Countywide)",2019-09-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4983
Shirlee Zane,Aye,2019-1354,"Approve the appointment of former Supervisor, the Honorable Eric Koenigshofer as a lifelong Honorary Board Member to the Sonoma County Fair and Exposition Board. (Countywide)",2019-09-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4983
James Gore,Aye,2019-1354,"Approve the appointment of former Supervisor, the Honorable Eric Koenigshofer as a lifelong Honorary Board Member to the Sonoma County Fair and Exposition Board. (Countywide)",2019-09-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4983
Lynda Hopkins,Aye,2019-1354,"Approve the appointment of former Supervisor, the Honorable Eric Koenigshofer as a lifelong Honorary Board Member to the Sonoma County Fair and Exposition Board. (Countywide)",2019-09-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4983
Susan Gorin,Aye,2019-1355,Mental Health Services Act 2019-2020 Program and Expenditure Plan and Annual Update for 2017-2018,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4984
David Rabbitt,Aye,2019-1355,Mental Health Services Act 2019-2020 Program and Expenditure Plan and Annual Update for 2017-2018,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4984
Shirlee Zane,Aye,2019-1355,Mental Health Services Act 2019-2020 Program and Expenditure Plan and Annual Update for 2017-2018,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4984
James Gore,Aye,2019-1355,Mental Health Services Act 2019-2020 Program and Expenditure Plan and Annual Update for 2017-2018,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4984
Lynda Hopkins,Aye,2019-1355,Mental Health Services Act 2019-2020 Program and Expenditure Plan and Annual Update for 2017-2018,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4984
Susan Gorin,Aye,2019-1356,"Adopt a Gold Resolution recognizing September 24, 2019, as National Voter Registration Day.",2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4985
David Rabbitt,Aye,2019-1356,"Adopt a Gold Resolution recognizing September 24, 2019, as National Voter Registration Day.",2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4985
Shirlee Zane,Aye,2019-1356,"Adopt a Gold Resolution recognizing September 24, 2019, as National Voter Registration Day.",2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4985
James Gore,Aye,2019-1356,"Adopt a Gold Resolution recognizing September 24, 2019, as National Voter Registration Day.",2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4985
Lynda Hopkins,Aye,2019-1356,"Adopt a Gold Resolution recognizing September 24, 2019, as National Voter Registration Day.",2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4985
Susan Gorin,Aye,2019-1358,"Adopt a Gold Resolution recognizing the first Sonoma County Archives Crawl on October 5, 2019 and designate October 2019 as National Archives Month in Sonoma County.",2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4987
David Rabbitt,Aye,2019-1358,"Adopt a Gold Resolution recognizing the first Sonoma County Archives Crawl on October 5, 2019 and designate October 2019 as National Archives Month in Sonoma County.",2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4987
Shirlee Zane,Aye,2019-1358,"Adopt a Gold Resolution recognizing the first Sonoma County Archives Crawl on October 5, 2019 and designate October 2019 as National Archives Month in Sonoma County.",2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4987
James Gore,Aye,2019-1358,"Adopt a Gold Resolution recognizing the first Sonoma County Archives Crawl on October 5, 2019 and designate October 2019 as National Archives Month in Sonoma County.",2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4987
Lynda Hopkins,Aye,2019-1358,"Adopt a Gold Resolution recognizing the first Sonoma County Archives Crawl on October 5, 2019 and designate October 2019 as National Archives Month in Sonoma County.",2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4987
Susan Gorin,Aye,2019-1359,Airport Modular Hold Room Expansion,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4988
David Rabbitt,Aye,2019-1359,Airport Modular Hold Room Expansion,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4988
Shirlee Zane,Aye,2019-1359,Airport Modular Hold Room Expansion,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4988
James Gore,Aye,2019-1359,Airport Modular Hold Room Expansion,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4988
Lynda Hopkins,Aye,2019-1359,Airport Modular Hold Room Expansion,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4988
Susan Gorin,Aye,2019-1360,Regional Solid Waste Planning,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4989
David Rabbitt,Aye,2019-1360,Regional Solid Waste Planning,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4989
Shirlee Zane,Aye,2019-1360,Regional Solid Waste Planning,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4989
James Gore,Aye,2019-1360,Regional Solid Waste Planning,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4989
Lynda Hopkins,Aye,2019-1360,Regional Solid Waste Planning,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4989
Susan Gorin,Aye,2019-1361,Fee Waiver,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4990
David Rabbitt,Aye,2019-1361,Fee Waiver,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4990
Shirlee Zane,Aye,2019-1361,Fee Waiver,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4990
James Gore,Aye,2019-1361,Fee Waiver,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4990
Lynda Hopkins,Aye,2019-1361,Fee Waiver,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4990
Susan Gorin,Aye,2019-1362,All-Way Stop Controls for the Intersection of Barnett Valley Road and Olsen Road,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4991
David Rabbitt,Aye,2019-1362,All-Way Stop Controls for the Intersection of Barnett Valley Road and Olsen Road,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4991
Shirlee Zane,Aye,2019-1362,All-Way Stop Controls for the Intersection of Barnett Valley Road and Olsen Road,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4991
James Gore,Aye,2019-1362,All-Way Stop Controls for the Intersection of Barnett Valley Road and Olsen Road,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4991
Lynda Hopkins,Aye,2019-1362,All-Way Stop Controls for the Intersection of Barnett Valley Road and Olsen Road,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4991
Susan Gorin,Aye,2019-1363,Amendment of County Parking Ordinance 2300 to Repeal No Parking Restrictions on Faught Road - First Read,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4992
David Rabbitt,Aye,2019-1363,Amendment of County Parking Ordinance 2300 to Repeal No Parking Restrictions on Faught Road - First Read,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4992
Shirlee Zane,Aye,2019-1363,Amendment of County Parking Ordinance 2300 to Repeal No Parking Restrictions on Faught Road - First Read,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4992
James Gore,Aye,2019-1363,Amendment of County Parking Ordinance 2300 to Repeal No Parking Restrictions on Faught Road - First Read,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4992
Lynda Hopkins,Aye,2019-1363,Amendment of County Parking Ordinance 2300 to Repeal No Parking Restrictions on Faught Road - First Read,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4992
Susan Gorin,Aye,2019-1365,Vehicle Length Restriction on Portion of Lambert Bridge Road,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4994
David Rabbitt,Aye,2019-1365,Vehicle Length Restriction on Portion of Lambert Bridge Road,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4994
Shirlee Zane,Aye,2019-1365,Vehicle Length Restriction on Portion of Lambert Bridge Road,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4994
James Gore,Aye,2019-1365,Vehicle Length Restriction on Portion of Lambert Bridge Road,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4994
Lynda Hopkins,Aye,2019-1365,Vehicle Length Restriction on Portion of Lambert Bridge Road,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4994
Susan Gorin,Aye,2019-1366,Repeal Ordinance No. 2652- Weight Limitations on Lambert Bridge - First Read,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4995
David Rabbitt,Aye,2019-1366,Repeal Ordinance No. 2652- Weight Limitations on Lambert Bridge - First Read,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4995
Shirlee Zane,Aye,2019-1366,Repeal Ordinance No. 2652- Weight Limitations on Lambert Bridge - First Read,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4995
James Gore,Aye,2019-1366,Repeal Ordinance No. 2652- Weight Limitations on Lambert Bridge - First Read,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4995
Lynda Hopkins,Aye,2019-1366,Repeal Ordinance No. 2652- Weight Limitations on Lambert Bridge - First Read,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4995
Susan Gorin,Aye,2019-1367,Modify the Existing Vehicle Length Restriction on Laughlin Road,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4996
David Rabbitt,Aye,2019-1367,Modify the Existing Vehicle Length Restriction on Laughlin Road,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4996
Shirlee Zane,Aye,2019-1367,Modify the Existing Vehicle Length Restriction on Laughlin Road,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4996
James Gore,Aye,2019-1367,Modify the Existing Vehicle Length Restriction on Laughlin Road,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4996
Lynda Hopkins,Aye,2019-1367,Modify the Existing Vehicle Length Restriction on Laughlin Road,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4996
Susan Gorin,Aye,2019-1369,Disbursement of Fiscal Year 2019-2020 Fourth District Community Investment Fund Grant Awards,2019-09-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4998
David Rabbitt,Aye,2019-1369,Disbursement of Fiscal Year 2019-2020 Fourth District Community Investment Fund Grant Awards,2019-09-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4998
Shirlee Zane,Aye,2019-1369,Disbursement of Fiscal Year 2019-2020 Fourth District Community Investment Fund Grant Awards,2019-09-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4998
James Gore,Aye,2019-1369,Disbursement of Fiscal Year 2019-2020 Fourth District Community Investment Fund Grant Awards,2019-09-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4998
Lynda Hopkins,Aye,2019-1369,Disbursement of Fiscal Year 2019-2020 Fourth District Community Investment Fund Grant Awards,2019-09-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4998
Susan Gorin,Aye,2019-1371,Facebook to present donation to the Community Foundation Sonoma County,2019-09-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5000
David Rabbitt,Aye,2019-1371,Facebook to present donation to the Community Foundation Sonoma County,2019-09-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5000
Shirlee Zane,Aye,2019-1371,Facebook to present donation to the Community Foundation Sonoma County,2019-09-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5000
James Gore,Aye,2019-1371,Facebook to present donation to the Community Foundation Sonoma County,2019-09-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5000
Lynda Hopkins,Aye,2019-1371,Facebook to present donation to the Community Foundation Sonoma County,2019-09-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5000
Susan Gorin,Aye,2019-1377,Acceptance of Planning Grant Awards from the Federal Emergency Management Agency Hazard Mitigation Grant Program,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5006
David Rabbitt,Aye,2019-1377,Acceptance of Planning Grant Awards from the Federal Emergency Management Agency Hazard Mitigation Grant Program,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5006
Shirlee Zane,Aye,2019-1377,Acceptance of Planning Grant Awards from the Federal Emergency Management Agency Hazard Mitigation Grant Program,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5006
James Gore,Aye,2019-1377,Acceptance of Planning Grant Awards from the Federal Emergency Management Agency Hazard Mitigation Grant Program,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5006
Lynda Hopkins,Aye,2019-1377,Acceptance of Planning Grant Awards from the Federal Emergency Management Agency Hazard Mitigation Grant Program,2019-09-24,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5006
Susan Gorin,Aye,2019-1380,Sonoma County Tourism Bureau Agreement,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5009
David Rabbitt,Aye,2019-1380,Sonoma County Tourism Bureau Agreement,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5009
Shirlee Zane,Aye,2019-1380,Sonoma County Tourism Bureau Agreement,2019-10-08,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5009
